ambition	0
for	0
nuclear	0
weapons	0
.	0
He	0
said	0
the	0
United	COU
States	COU
is	0
working	0
for	0
a	0
diplomatic	0
solution	0
to	0
the	0
issue	0
,	0
and	0
said	0
the	0
U.S.	COU
does	0
not	0
oppose	0
a	0
truly	0
peaceful	0
nuclear	0
program	0
for	0
Iran	COU
.	0
At	0
least	0
30	0
people	0
were	0
killed	0
in	0
a	0
theater	0
fire	0
that	0
broke	0
out	0
Monday	0
night	0
in	0
the	0
Egyptian	0
town	0
of	0
Beni	CIT
Suef	CIT
,	0
about	0
100	0
kilometers	0
south	0
of	0
Cairo	CIT
.	0
At	0
least	0
45	0
were	0
injured	0
.	0
Candles	0
being	0
used	0
by	0
performers	0
came	0
into	0
contact	0
with	0
the	0
stage	0
curtains	0
during	0
a	0
play	0
,	0
panicking	0
the	0
crowd	0
of	0
about	0
1000	0
people	0
who	0
fled	0
the	0
theater	0
.	0
Some	0
of	0
the	0
victims	0
are	0
believed	0
to	0
have	0
been	0
trampled	0
underfoot	0
.	0
When	0
talking	0
about	0
paintings	0
and	0
contemporary	0
art	0
,	0
names	0
such	0
as	0
Pablo	PER
Picasso	PER
,	0
Georgia	PER
O'Keeffe	PER
,	0
Vincent	PER
Van	PER
Gogh	PER
and	0
others	0
often	0
come	0
to	0
mind	0
.	0
But	0
,	0
as	0
we	0
are	0
about	0
to	0
show	0
you	0
,	0
there	0
is	0
a	0
whole	0
body	0
of	0
artwork	0
on	0
Africa	COU
,	0
by	0
European	0
and	0
African	0
artists	0
that	0
is	0
largely	0
unknown	0
.	0
Primimoda	0
Gallery	0
,	0
located	0
in	0
the	0
heart	0
of	0
Washington	CIT
,	0
is	0
where	0
you	0
will	0
find	0
this	0
art	0
.	0
Ndimyake	0
Mwakalyelye	0
tells	0
us	0
more	0
.	0
Provincial	0
officials	0
in	0
western	0
Afghanistan	COU
say	0
at	0
least	0
12	0
people	0
were	0
killed	0
Sunday	0
in	0
factional	0
fighting	0
there	0
.	0
The	0
officials	0
say	0
clashes	0
broke	0
out	0
in	0
western	0
Herat	COU
province	0
between	0
two	0
local	0
warlords	0
,	0
Amanullah	PER
Khan	PER
and	0
Arbab	0
Basir	0
.	0
Earlier	0
Sunday	0
,	0
NATO-led	ORG
troops	0
killed	0
15	0
suspected	0
militants	0
who	0
ambushed	0
a	0
NATO	ORG
convoy	0
in	0
southern	0
Afghanistan	COU
.	0
The	0
alliance	0
said	0
Sunday	0
that	0
the	0
troops	0
returned	0
fire	0
after	0
they	0
were	0
attacked	0
in	0
Zabul	COU
province	0
with	0
small	0
arms	0
and	0
rocket-propelled	0
grenades	0
.	0
It	0
said	0
two	0
NATO	ORG
vehicles	0
were	0
damaged	0
in	0
the	0
attack	0
.	0
NATO	ORG
forces	0
are	0
encountering	0
stiff	0
resistance	0
from	0
Taleban	ORG
insurgents	0
in	0
the	0
south	0
.	0
Police	0
say	0
unknown	0
attackers	0
have	0
killed	0
at	0
least	0
seven	0
police	0
officers	0
in	0
central	0
Pakistan	COU
.	0
The	0
attack	0
happened	0
early	0
Saturday	0
near	0
the	0
town	0
of	0
Mianwali	CIT
,	0
in	0
Punjab	COU
province	COU
.	0
Police	0
say	0
militants	0
first	0
opened	0
fire	0
on	0
a	0
police	0
checkpoint	0
and	0
then	0
blew	0
it	0
up	0
with	0
explosives	0
.	0
The	0
outpost	0
building	0
was	0
destroyed	0
in	0
the	0
blast	0
.	0
Security	0
officials	0
say	0
it	0
is	0
not	0
clear	0
who	0
is	0
behind	0
the	0
attack	0
.	0
Mianwali	CIT
is	0
near	0
the	0
restive	0
North	COU
West	COU
Frontier	COU
Province	COU
,	0
where	0
Pakistani	0
security	0
forces	0
have	0
been	0
battling	0
pro-Taliban	0
militants	0
.	0
Two	0
important	0
new	0
studies	0
show	0
tightly	0
managing	0
blood	0
sugar	0
helps	0
diabetics	0
avoid	0
many	0
of	0
the	0
complications	0
of	0
the	0
disease	0
including	0
kidney	0
problems	0
and	0
heart	0
disease	0
.	0
One	0
study	0
focused	0
on	0
Type	0
Two	0
diabetes	0
.	0
The	0
other	0
,	0
funded	0
by	0
the	0
Juvenile	ORG
Diabetes	ORG
Foundation	ORG
,	0
gives	0
hope	0
to	0
those	0
with	0
Type	0
One	0
.	0
VOA	ORG
's	0
Carol	0
Pearson	0
reports	0
.	0
Burundi	COU
's	0
army	0
says	0
it	0
killed	0
at	0
least	0
17	0
National	ORG
Liberation	ORG
Forces	ORG
rebel	0
fighters	0
in	0
recent	0
clashes	0
.	0
At	0
least	0
one	0
soldier	0
and	0
a	0
civilian	0
also	0
were	0
killed	0
in	0
fighting	0
that	0
began	0
late	0
Friday	0
in	0
a	0
village	0
west	0
of	0
the	0
capital	0
,	0
Bujumbura	CIT
The	0
government	0
says	0
FNL	ORG
rebels	0
were	0
robbing	0
the	0
village	0
when	0
the	0
army	0
intervened	0
to	0
stop	0
them	0
.	0
The	0
FNL	ORG
signed	0
a	0
peace	0
agreement	0
with	0
the	0
government	0
in	0
July	0
2006	0
,	0
but	0
the	0
accord	0
was	0
broken	0
about	0
a	0
year	0
later	0
.	0
Iranian	0
news	0
media	0
report	0
that	0
armed	0
bandits	0
have	0
taken	0
30	0
people	0
hostage	0
in	0
the	0
southeast	0
of	0
the	0
country	0
.	0
The	0
reports	0
say	0
the	0
bandits	0
blocked	0
a	0
road	0
and	0
opened	0
fire	0
on	0
vehicles	0
before	0
abducting	0
the	0
victims	0
Sunday	0
.	0
The	0
incident	0
took	0
place	0
in	0
Sistan-Baluchestan	COU
.	0
Few	0
other	0
details	0
were	0
immediately	0
available	0
.	0
Pacific	ORG
First	ORG
Financial	ORG
Corp.	ORG
said	0
shareholders	0
approved	0
its	0
acquisition	0
by	0
Royal	ORG
Trustco	ORG
Ltd.	ORG
of	0
Toronto	CIT
for	0
$	0
27	0
a	0
share	0
,	0
or	0
$	0
212	0
million	0
.	0
The	0
thrift	0
holding	0
company	0
said	0
it	0
expects	0
to	0
obtain	0
regulatory	0
approval	0
and	0
complete	0
the	0
transaction	0
by	0
year-end	0
.	0
Someone	0
in	0
the	0
world	0
dies	0
in	0
a	0
traffic	0
accident	0
,	0
on	0
average	0
,	0
every	0
30	0
seconds	0
.	0
That	0
is	0
the	0
conclusion	0
of	0
the	0
international	0
group	0
Make	ORG
Roads	ORG
Safe	ORG
,	0
a	0
worldwide	0
effort	0
to	0
make	0
road	0
safety	0
a	0
global	0
priority	0
.	0
On	0
31	0
March	0
2008,	0
the	0
United	ORG
Nations	ORG
plans	0
to	0
take	0
up	0
the	0
issue	0
of	0
global	0
road	0
safety	0
amid	0
calls	0
for	0
a	0
U.N.	ORG
conference	0
to	0
tackle	0
the	0
rising	0
toll	0
of	0
road	0
deaths	0
and	0
injuries	0
.	0
VOA	ORG
's	0
Tetiana	0
Koprowicz	0
has	0
more	0
on	0
efforts	0
to	0
improve	0
road	0
safety	0
in	0
the	0
U.S.	COU
Iraqi	0
officials	0
say	0
a	0
car	0
bomb	0
targeting	0
a	0
police	0
patrol	0
has	0
killed	0
six	0
people	0
and	0
wounded	0
at	0
least	0
11	0
more	0
in	0
a	0
city	0
north	0
of	0
Baghdad	CIT
.	0
Police	0
said	0
Thursday	0
the	0
blast	0
took	0
place	0
in	0
central	0
Tikrit	CIT
,	0
hometown	0
of	0
former	0
dictator	0
Saddam	PER
Hussein	PER
.	0
They	0
said	0
four	0
police	0
officers	0
were	0
among	0
the	0
dead	0
and	0
several	0
others	0
were	0
wounded	0
.	0
Overall	0
violence	0
in	0
Iraq	COU
has	0
yet	0
to	0
match	0
the	0
peak	0
reached	0
in	0
2006	0
and	0
2007	0
.	0
However	0
,	0
insurgents	0
have	0
intensified	0
attacks	0
since	0
inconclusive	0
March	0
elections	0
left	0
the	0
country	0
without	0
a	0
governing	0
coalition	0
.	0
Sylvester	PER
Stallone	PER
faces	0
stiff	0
fines	0
in	0
Australia	COU
,	0
where	0
he	0
is	0
accused	0
of	0
importing	0
a	0
muscle-building	0
hormone	0
.	0
The	0
movie	0
star	0
was	0
detained	0
Feb	0
.	0
16	0
in	0
the	0
Sydney	CIT
airport	0
,	0
while	0
authorities	0
searched	0
his	0
hotel	0
room	0
.	0
He	0
and	0
his	0
group	0
subsequently	0
left	0
the	0
country	0
,	0
and	0
he	0
was	0
not	0
compelled	0
to	0
attend	0
the	0
March	0
13	0
hearing	0
.	0
He	0
is	0
accused	0
of	0
possessing	0
human	0
growth	0
hormone	0
,	0
classified	0
in	0
Australia	COU
as	0
a	0
restricted	0
performance-enhancing	0
drug	0
.	0
The	0
maximum	0
penalty	0
for	0
illegal	0
possession	0
is	0
a	0
fine	0
of	0
$	0
86,000	0
and	0
five	0
years	0
in	0
prison	0
.	0
Stallone	PER
is	0
unlikely	0
to	0
face	0
such	0
a	0
sentence	0
.	0
In	0
Liberia	COU
,	0
supporters	0
of	0
former	0
soccer	0
star	0
George	PER
Weah	PER
have	0
vowed	0
to	0
continue	0
their	0
protests	0
of	0
the	0
November	0
8	0
presidential	0
run-off	0
election	0
,	0
which	0
they	0
say	0
was	0
fraudulent	0
.	0
The	0
elections	0
commission	0
is	0
expected	0
to	0
announce	0
the	0
final	0
results	0
Tuesday	0
.	0
,	0
radio	0
director	0
of	0
the	0
VOA	ORG
affiliate	0
,	0
Radio	ORG
Veritas	ORG
in	0
the	0
Liberian	0
capital	0
,	0
Monrovia	CIT
,	0
talked	0
with	0
English	0
to	0
Africa	COU
reporter	0
James	PER
Butty	PER
.	0
Resistance	0
by	0
native	0
Caribs	0
prevented	0
colonization	0
on	0
Saint	COU
Vincent	COU
until	0
1719	0
.	0
Disputed	0
between	0
France	COU
and	0
the	0
United	COU
Kingdom	COU
for	0
most	0
of	0
the	0
18th	0
century	0
,	0
the	0
island	NAT
was	0
ceded	0
to	0
the	0
latter	0
in	0
1783	0
.	0
Between	0
1960	0
and	0
1962	0
,	0
Saint	COU
Vincent	COU
and	COU
the	COU
Grenadines	COU
was	0
a	0
separate	0
administrative	0
unit	0
of	0
the	0
Federation	ORG
of	ORG
the	ORG
West	ORG
Indies	ORG
.	0
Autonomy	0
was	0
granted	0
in	0
1969	0
and	0
independence	0
in	0
1979	0
.	0
Crude	0
oil	0
prices	0
fell	0
Wednesday	0
after	0
a	0
U.S.	ORG
government	ORG
report	0
showed	0
an	0
increase	0
in	0
inventories	0
,	0
reflecting	0
decreased	0
demand	0
.	0
The	0
price	0
of	0
a	0
barrel	0
of	0
oil	0
for	0
future	0
delivery	0
fell	0
35	0
cents	0
[	0
about	0
one	0
percent	0
]	0
to	0
$	0
38.68	0
a	0
barrel	0
during	0
trading	0
in	0
New	CIT
York	CIT
.	0
The	0
fall	0
in	0
prices	0
followed	0
a	0
U.S.	ORG
Energy	ORG
Department	ORG
report	0
showing	0
crude	0
oil	0
supplies	0
in	0
the	0
U.S.	COU
rose	0
last	0
week	0
by	0
549000	0
barrels	0
,	0
or	0
about	0
two-tenths	0
of	0
one	0
percent	0
.	0
A	0
train	0
accident	0
in	0
the	0
Republic	COU
of	COU
Congo	COU
has	0
killed	0
around	0
60	0
people	0
and	0
injured	0
hundreds	0
of	0
others	0
.	0
Officials	0
with	0
rail	0
company	0
CFCO	ORG
say	0
four	0
train	0
cars	0
filled	0
with	0
passengers	0
derailed	0
and	0
plunged	0
into	0
a	0
ravine	NAT
late	0
on	0
Monday	0
.	0
Media	0
reports	0
say	0
at	0
least	0
300	0
people	0
were	0
hurt	0
in	0
the	0
crash	0
.	0
The	0
accident	0
occurred	0
near	0
the	0
southern	0
coastal	0
city	0
of	0
Pointe	CIT
Noire	CIT
.	0
The	0
train	0
was	0
en	0
route	0
to	0
the	0
capital	0
,	0
Brazzaville	CIT
.	0
International	0
relief	0
efforts	0
are	0
gearing	0
up	0
to	0
provide	0
emergency	0
aid	0
to	0
the	0
victims	0
of	0
Sunday	0
's	0
disaster	0
in	0
Asia	COU
.	0
The	0
United	ORG
Nations	ORG
says	0
it	0
has	0
already	0
dispatched	0
a	0
relief	0
team	0
and	0
made	0
an	0
initial	0
cash	0
grant	0
.	0
Among	0
the	0
other	0
offers	0
of	0
help	0
,	0
the	0
European	ORG
Union	ORG
on	0
Sunday	0
committed	0
$	0
4	0
million	0
for	0
what	0
officials	0
called	0
the	0
vital	0
period	0
immediately	0
after	0
the	0
disaster	0
.	0
Individual	0
nations	0
have	0
also	0
been	0
responding	0
with	0
offers	0
of	0
immediate	0
assistance	0
.	0
Pope	PER
John	PER
Paul	PER
,	0
speaking	0
in	0
Vatican	CIT
City	CIT
,	0
urged	0
members	0
of	0
the	0
international	0
community	0
to	0
mobilize	0
assistance	0
for	0
victims	0
.	0
Iranian	0
television	0
is	0
reporting	0
that	0
there	0
has	0
been	0
a	0
large	0
explosion	0
near	0
the	0
southwestern	0
port	0
city	0
of	0
Daylam	COU
in	0
Bushehr	COU
province	COU
.	0
It	0
was	0
not	0
immediately	0
clear	0
what	0
caused	0
the	0
blast	0
,	0
but	0
residents	0
reported	0
seeing	0
an	0
aircraft	0
overhead	0
.	0
State	0
television	0
says	0
the	0
explosion	0
may	0
have	0
been	0
caused	0
by	0
a	0
fuel	0
tank	0
dropping	0
from	0
an	0
Iranian	0
airplane	0
.	0
Iran	COU
and	0
Russia	COU
are	0
building	0
a	0
nuclear	0
reactor	0
in	0
Bushehr	COU
,	0
about	0
150	0
kilometers	0
south	0
of	0
where	0
Wednesday	0
's	0
explosion	0
occurred	0
.	0
Israeli	COU
doctors	0
say	0
Prime	PER
Minister	PER
Ariel	PER
Sharon	PER
,	0
who	0
remains	0
in	0
a	0
coma	0
since	0
suffering	0
a	0
stroke	0
two	0
weeks	0
ago	0
,	0
underwent	0
a	0
surgical	0
procedure	0
overnight	0
to	0
replace	0
his	0
breathing	0
tube	0
.	0
The	0
Hadassah	ORG
hospital	ORG
in	0
Jerusalem	CIT
issued	0
a	0
statement	0
Wednesday	0
morning	0
,	0
saying	0
the	0
procedure	0
was	0
necessary	0
because	0
the	0
respiratory	0
pipe	0
developed	0
a	0
technical	0
problem	0
.	0
The	0
statement	0
said	0
Mr.	PER
Sharon	PER
's	0
condition	0
continues	0
to	0
be	0
critical	0
but	0
stable	0
.	0
The	0
77-year-old	0
prime	0
minister	0
has	0
been	0
on	0
respirator	0
since	0
he	0
was	0
incapacitated	0
by	0
a	0
brain	0
hemorrhage	0
on	0
January	0
4	0
.	0
Two	0
powerful	0
explosions	0
have	0
ripped	0
apart	0
a	0
vehicle	0
belonging	0
to	0
a	0
prominent	0
Venezuela	COU
prosecutor	0
.	0
Witnesses	0
say	0
the	0
two	0
blasts	0
destroyed	0
Deputy	PER
Attorney	PER
General	PER
Danilo	PER
Anderson	PER
's	0
truck	0
as	0
it	0
drove	0
through	0
a	0
neighborhood	0
in	0
western	0
Caracas	CIT
late	0
Thursday	0
.	0
Venezuelan	COU
officials	0
say	0
investigators	0
are	0
trying	0
to	0
determine	0
if	0
the	0
charred	0
body	0
found	0
inside	0
the	0
vehicle	0
is	0
Mr.	PER
Anderson	PER
.	0
Mr.	PER
Anderson	PER
was	0
preparing	0
a	0
case	0
against	0
nearly	0
400	0
people	0
allegedly	0
involved	0
in	0
the	0
April	0
2002	0
rebellion	0
that	0
briefly	0
ousted	0
populist	0
president	PER
Hugo	PER
Chavez	PER
.	0
The	0
Afghan	ORG
government	ORG
and	0
the	0
United	ORG
Nations	ORG
refugee	ORG
agency	ORG
have	0
pledged	0
to	0
strengthen	0
efforts	0
to	0
resettle	0
returnees	0
and	0
people	0
inside	0
the	0
country	0
displaced	0
by	0
violence	0
.	0
The	0
pledge	0
came	0
after	0
a	0
high-profile	0
visit	0
to	0
the	0
country	0
this	0
week	0
by	0
the	0
head	0
of	0
U.N.	ORG
High	PER
Commissioner	PER
for	PER
Refugees	PER
,	0
Antonio	PER
Guterres	PER
.	0
As	0
VOA	ORG
's	0
Ravi	PER
Khanna	PER
reports	0
,	0
the	0
U.N.	ORG
official	0
wants	0
the	0
international	0
community	0
to	0
do	0
more	0
to	0
resettle	0
Afghan	COU
refugees	0
.	0
Within	0
the	0
next	0
decade	0
,	0
some	0
77	0
million	0
people	0
in	0
the	0
United	COU
States	COU
will	0
enter	0
retirement	0
age	0
,	0
and	0
many	0
of	0
them	0
are	0
expected	0
to	0
offer	0
their	0
skills	0
and	0
experience	0
to	0
work	0
as	0
volunteers	0
.	0
Better	0
health	0
,	0
longer	0
life-spans	0
and	0
a	0
desire	0
to	0
give	0
something	0
back	0
to	0
society	0
are	0
among	0
the	0
reasons	0
motivating	0
many	0
to	0
volunteer	0
.	0
Producer	0
has	0
this	0
report	0
narrated	0
by	0
on	0
what	0
is	0
being	0
called	0
a	0
"	0
new	0
army	0
of	0
volunteers	0
"	0
.	0
U.S.	COU
and	0
Brazilian	COU
media	0
reports	0
say	0
police	0
have	0
arrested	0
a	0
key	0
al-Qaida	ORG
operative	0
in	0
the	0
Brazilian	COU
city	0
of	0
Sao	CIT
Paulo	CIT
.	0
The	0
arrest	0
was	0
reported	0
Tuesday	0
by	0
the	0
Associated	ORG
Press	ORG
(	0
AP	ORG
)	0
and	0
Brazil	COU
's	0
daily	0
newspaper	0
,	0
Folha	ORG
de	ORG
S.	ORG
Paulo	ORG
.	0
The	0
suspect	0
was	0
not	0
identified	0
by	0
name	0
,	0
nor	0
was	0
his	0
nationality	0
given	0
.	0
But	0
the	0
AP	ORG
said	0
a	0
federal	0
police	0
spokeswoman	0
confirmed	0
the	0
newspaper	0
's	0
report	0
that	0
the	0
suspect	0
is	0
a	0
top	0
player	0
in	0
al-Qaida	ORG
's	0
international	0
communications	0
.	0
She	0
said	0
the	0
suspect	0
is	0
being	0
held	0
under	0
laws	0
that	0
prohibit	0
the	0
promotion	0
of	0
racism	0
in	0
Brazil	COU
.	0
Brazil	COU
and	0
Argentina	COU
have	0
announced	0
they	0
will	0
build	0
a	0
pharmaceutical	0
plant	0
to	0
produce	0
AIDS	0
drugs	0
and	0
other	0
medications	0
.	0
Argentine	COU
officials	0
made	0
the	0
announcement	0
Wednesday	0
in	0
the	0
Argentine	COU
capital	0
,	0
Buenos	CIT
Aires	CIT
,	0
after	0
a	0
meeting	0
there	0
between	0
the	0
two	0
countries	0
'	0
health	0
ministers	0
.	0
The	0
$	0
10-million	0
drug	0
plant	0
is	0
expected	0
to	0
be	0
located	0
on	0
Argentine	COU
territory	0
,	0
but	0
both	0
nations	0
will	0
contribute	0
to	0
the	0
project	0
.	0
The	0
announcement	0
came	0
as	0
Argentine	COU
President	PER
Nestor	PER
Kirchner	PER
met	0
with	0
his	0
Brazilian	COU
counterpart	0
,	0
Luis	PER
Inacio	PER
Lula	PER
da	PER
Silva	PER
,	0
in	0
Brasilia	CIT
.	0
A	0
California	COU
man	0
has	0
filed	0
a	0
lawsuit	0
against	0
Sean	PER
"	0
Diddy	PER
"	0
Combs	PER
,	0
claiming	0
the	0
rap	0
mogul	0
punched	0
and	0
pushed	0
him	0
and	0
his	0
girlfriend	0
in	0
a	0
Hollywood	CIT
nightclub	0
.	0
Gerard	0
Rechnitzer	0
claims	0
he	0
and	0
his	0
girlfriend	0
encountered	0
Combs	PER
in	0
Hollywood	CIT
's	0
Roosevelt	ORG
Hotel	ORG
on	0
February	0
25	0
.	0
The	0
lawsuit	0
states	0
Combs	PER
was	0
speaking	0
to	0
Rechnitzer	0
's	0
girlfriend	0
.	0
As	0
Rechnitzer	0
approached	0
,	0
Combs	PER
yelled	0
at	0
him	0
and	0
pushed	0
him	0
into	0
a	0
parked	0
car	0
.	0
The	0
March	0
2	0
lawsuit	0
asks	0
for	0
unspecified	0
damages	0
.	0
An	0
attorney	0
for	0
Combs	PER
called	0
the	0
suit	0
"	0
completely	0
baseless	0
.	0
"	0
Estonian	COU
President	PER
Arnold	PER
Ruutel	PER
has	0
formally	0
approved	0
the	0
country	0
's	0
new	0
government	0
,	0
three	0
weeks	0
after	0
the	0
previous	0
ruling	0
coalition	0
collapsed	0
.	0
The	0
president	0
's	0
action	0
followed	0
a	0
parliamentary	0
vote	0
confirming	0
Andrus	PER
Ansip	PER
and	0
his	0
coalition	0
government	0
.	0
The	0
48-year-old	0
Mr.	PER
Ansip	PER
was	0
the	0
minister	0
of	0
economics	0
and	0
communications	0
minister	0
in	0
the	0
previous	0
government	0
.	0
The	0
new	0
coalition	0
brings	0
together	0
Mr.	PER
Ansip	PER
's	0
Reform	ORG
Party	ORG
,	0
the	0
Centre	ORG
Party	ORG
and	0
the	0
People	ORG
's	ORG
Union	ORG
.	0
Estonia	COU
's	0
previous	0
prime	0
minister	0
,	0
Juhan	PER
Parts	PER
,	0
resigned	0
last	0
month	0
after	0
lawmakers	0
voted	0
no-confidence	0
in	0
his	0
